A_y: 1124, TimeStamp: 00:03:20.33
A_y: 832, TimeStamp: 00:03:20.43
A_y: 956, TimeStamp: 00:03:20.53
A_y: 1045, TimeStamp: 00:03:20.63
A_y: 1081, TimeStamp: 00:03:20.73
A_y: 927, TimeStamp: 00:03:20.83
A_y: 1053, TimeStamp: 00:03:20.93
A_y: 953, TimeStamp: 00:03:21.03
A_y: 1089, TimeStamp: 00:03:21.13
A_y: 1034, TimeStamp: 00:03:21.23
A_y: 981, TimeStamp: 00:03:21.33
A_y: 970, TimeStamp: 00:03:21.43
A_y: 927, TimeStamp: 00:03:21.53
A_y: 989, TimeStamp: 00:03:21.63
A_y: 1005, TimeStamp: 00:03:21.73
A_y: 967, TimeStamp: 00:03:21.83
A_y: 990, TimeStamp: 00:03:21.93
A_y: 988, TimeStamp: 00:03:22.03
A_y: 970, TimeStamp: 00:03:22.13
A_y: 988, TimeStamp: 00:03:22.23
A_y: 979, TimeStamp: 00:03:22.33
A_y: 1002, TimeStamp: 00:03:22.43
A_y: 971, TimeStamp: 00:03:22.53
A_y: 995, TimeStamp: 00:03:22.63
A_y: 988, TimeStamp: 00:03:22.73
A_y: 973, TimeStamp: 00:03:22.83
A_y: 980, TimeStamp: 00:03:22.93
A_y: 970, TimeStamp: 00:03:23.03
A_y: 972, TimeStamp: 00:03:23.13
A_y: 1118, TimeStamp: 00:03:23.23
A_y: 984, TimeStamp: 00:03:23.33
A_y: 1091, TimeStamp: 00:03:23.43
A_y: 941, TimeStamp: 00:03:23.53
A_y: 856, TimeStamp: 00:03:23.63
A_y: 1084, TimeStamp: 00:03:23.73
A_y: 956, TimeStamp: 00:03:23.83
A_y: 932, TimeStamp: 00:03:23.93
A_y: 1064, TimeStamp: 00:03:24.03
A_y: 933, TimeStamp: 00:03:24.13
A_y: 970, TimeStamp: 00:03:24.23
A_y: 1027, TimeStamp: 00:03:24.33
A_y: 1812, TimeStamp: 00:03:24.43
A_y: 2312, TimeStamp: 00:03:24.53
A_y: 1891, TimeStamp: 00:03:24.63
A_y: 1484, TimeStamp: 00:03:24.73
A_y: 1376, TimeStamp: 00:03:24.83
A_y: 1326, TimeStamp: 00:03:24.93
A_y: 522, TimeStamp: 00:03:25.03
A_y: 1424, TimeStamp: 00:03:25.13
A_y: 1104, TimeStamp: 00:03:25.23
A_y: 962, TimeStamp: 00:03:25.33
A_y: 1212, TimeStamp: 00:03:25.43
A_y: 691, TimeStamp: 00:03:25.53
A_y: 950, TimeStamp: 00:03:25.63
A_y: 993, TimeStamp: 00:03:25.73
A_y: 977, TimeStamp: 00:03:25.83
A_y: 1041, TimeStamp: 00:03:25.93
A_y: 951, TimeStamp: 00:03:26.03
A_y: 982, TimeStamp: 00:03:26.13
A_y: 1043, TimeStamp: 00:03:26.23
A_y: 929, TimeStamp: 00:03:26.33
A_y: 1047, TimeStamp: 00:03:26.43
A_y: 971, TimeStamp: 00:03:26.53
A_y: 968, TimeStamp: 00:03:26.63
A_y: 1001, TimeStamp: 00:03:26.73
A_y: 996, TimeStamp: 00:03:26.83
A_y: 952, TimeStamp: 00:03:26.93
A_y: 997, TimeStamp: 00:03:27.03
A_y: 948, TimeStamp: 00:03:27.13
A_y: 1024, TimeStamp: 00:03:27.23
A_y: 1003, TimeStamp: 00:03:27.33
A_y: 989, TimeStamp: 00:03:27.43
A_y: 1012, TimeStamp: 00:03:27.53
A_y: 978, TimeStamp: 00:03:27.63
A_y: 989, TimeStamp: 00:03:27.73
A_y: 976, TimeStamp: 00:03:27.83
A_y: 953, TimeStamp: 00:03:27.93
A_y: 971, TimeStamp: 00:03:28.03
A_y: 986, TimeStamp: 00:03:28.13
A_y: 954, TimeStamp: 00:03:28.23
A_y: 985, TimeStamp: 00:03:28.33
A_y: 951, TimeStamp: 00:03:28.43
A_y: 1002, TimeStamp: 00:03:28.53
A_y: 975, TimeStamp: 00:03:28.63
A_y: 1003, TimeStamp: 00:03:28.73
A_y: 993, TimeStamp: 00:03:28.83
A_y: 967, TimeStamp: 00:03:28.93
A_y: 995, TimeStamp: 00:03:29.03
A_y: 955, TimeStamp: 00:03:29.13
A_y: 1015, TimeStamp: 00:03:29.23
A_y: 1003, TimeStamp: 00:03:29.33
A_y: 978, TimeStamp: 00:03:29.43
A_y: 1006, TimeStamp: 00:03:29.53
A_y: 970, TimeStamp: 00:03:29.63
A_y: 981, TimeStamp: 00:03:29.73
A_y: 988, TimeStamp: 00:03:29.83
A_y: 971, TimeStamp: 00:03:29.93
A_y: 992, TimeStamp: 00:03:30.03
A_y: 991, TimeStamp: 00:03:30.13
A_y: 975, TimeStamp: 00:03:30.23
A_y: 958, TimeStamp: 00:03:30.33
A_y: 985, TimeStamp: 00:03:30.43
A_y: 970, TimeStamp: 00:03:30.53
A_y: 961, TimeStamp: 00:03:30.63
A_y: 960, TimeStamp: 00:03:30.73
A_y: 1010, TimeStamp: 00:03:30.83
A_y: 988,
